,Day,PS_Q_DAY,PS_DS_DAY,PS_VS_DAY,TPS_Q1_DAY,TPS_DS_DAY,TPS_VS_DAY,TWAS_DAF_QIN_DAY,TWAS_DAF_Q2_DAY,TWAS_DAF_DS_DAY,TWAS_DAF_VS_DAY,TWAS_CENT_Q3_DAY,TWAS_CENT_DS_DAY,TWAS_CENT_VS_DAY,SONIC_TWAS_Q_DAY,SONIC_TWAS_DDCOD_WEEK,DIGESTED_SLUDGE_QOUT_DAY,DIGESTED_SLUDGE_DS_3_PER_WEEK,DIGESTED_SLUDGE_VS_3_PER_WEEK,BIOGAS_PRODUCTION_Q_DAY,CH4CONTENT_WEEKLY,DIG_SLUDGE_DEWATER_FEED,DIG_SLUDGE_DEWATER_FECL3_DAY,DIG_SLUDGE_DEWATER_PLYMER_CONSUMPTION_3_PER_WEEK,DIG_SLUDGE_DEWATER_DS_AFTER_DEWATER_3_PER_WEEK,CAKE
206,25,1197,0.46,90,199.5,0.57,89.5,292.5,,3.67,79.2,,,,,,482,,,2.617,,,5600,3.4527600669817400,34.3,
207,26,1197,3.07,84.3,199.5,3.52,84.5,252.5,,1.51,81.3,,,,,,452,1.82,72.9,3.362,,,5600,9.72120284021566,30,
208,27,1197,1.16,88,199.5,1.39,84,271.5,,1.79,82.4,,,,,,472,1.7,72.1,3.478,65,,7000,7.626679039277400,28.6,
209,28,1197,,,199.5,,,471.5,,,,,,,,,675,,,3.733,,,4200,,26.1,
210,29,1197,,,199.5,,,264.5,,,,,,,,,568,,,3.825,,,4200,,28.9,
211,30,1197,2.76,86.4,199.5,4.37,85.9,197.5,,4.77,80.3,,,,,,396,,,3.877,,,2800,3.934348765122970,32.1,
212,31,,1.82,93.1,,4.11,89.4,182.5,,4.2,81.9,,,,,,388,,,4.055,,,8400,4.835553311028340,32.4,
213,1,1197,0.8,91.3,199.5,4.55,86.4,274.5,,5.05,81,,4.47,80,,,464,,,4.346,,,8400,3.0344652656698800,33.7,
214,2,1197,0.13,66.7,199.5,4.51,82.9,322.5,,4.71,79.3,,3.81,78.5,,,520,1.56,70.7,3.566,,,7000,2.769269812145180,28.6,
215,3,1197,3.56,85.6,199.5,3.73,83.8,383.5,,3.97,79.5,,4.15,80.5,,,561,,,3.627,,,8400,2.762867275691040,32.4,
216,4,1197,,,199.5,,,301.5,,,,,,,,,538,,,3.626,,,2800,,32.5,
217,5,1197,,,199.5,,,309.5,,,,,,,,,328,,,3.645,,,4200,,33.1,
218,6,1197,0.02,83.3,199.5,3.97,86.5,324.5,,1.68,77.7,,3.99,76.4,,,533,1.63,74.2,3.521,,,4200,7.715994594070050,32.4,
219,7,1197,0.12,66.7,199.5,3.53,88.1,301.5,,5.52,80.8,,5.85,80,,,495,1.685,73,3.298,,,5600,2.5274903339000800,35.5,
220,8,1197,1.35,91.3,199.5,2.04,84.2,242.5,,1.85,81,,,,,,443,1.73,75,3.254,,,22400,9.376320117923040,31,
221,9,1197,0.32,83.3,199.5,2.5,88.9,186.5,,3.84,81.4,,,,,,396,1.42,75,3.391,,,5600,5.873619879500710,31,
222,10,1197,0.34,90,199.5,4.54,87.7,186.5,,3.44,82.2,,,,,,382,,,3.328,65,,5600,6.556598935256600,31.5,
223,11,1197,,,199.5,,,233.5,,,,,,,,,432,,,3.066,,,4200,,29.9,
224,12,1197,,,199.5,,,260.5,,,,,,,,,440,,,3.288,,,5600,,29.2,
225,13,1197,0.28,60,199.5,4.9,85.6,271.5,,3.02,81.5,,,,,,493,1.73,69.6,3.548,,,2800,5.13025698889323,31.4,
226,14,1197,0.26,83.8,199.5,5.04,86.1,220.5,,4.66,81,,,,,,414,1.7,76.9,3.834,,,5600,4.093750657307550,32.4,
227,15,1197,0.19,66.7,199.5,2.75,88.9,259.5,,6.81,81.7,,4.09,79.3,,,453,1.7,75,3.896,,,7000,2.380298502940100,32,
228,16,1197,0.28,80,199.5,5.9,88.6,298.5,,5.57,80.6,,5.37,79.7,,,497,1.9900000000000000,73.6,3.946,,,7000,2.529975799345760,32.3,
229,17,1197,0.15,33.3,199.5,3.3,83.9,398.5,,5.68,81.8,,,,,,554,1.77,68,3.619,,,7000,1.8584001682821300,31.3,
230,18,1197,,,199.5,,,210.5,,,,,,,,,358,,,3.45,,,4200,,31.7,
231,19,1197,,,199.5,,,242.5,,,,,,,,,443,,,3.735,,,4200,,31.7,
232,20,1197,2.26,87,199.5,2.27,87.9,222.5,,,,,3.47,80.9,,,420,1.81,81.6,3.526,,,5600,,34,
233,21,1197,2.92,86.7,199.5,3.15,86.9,310.5,,4.72,82.5,,3.29,81.5,,,504,1.94,75.6,3.356,,,2800,2.870200887649240,29.5,
234,22,1197,1.83,89.7,199.5,3.62,87.9,256.5,,6.8,81.8,,,,,,460,1.795,78.05,4.179,,,7000,2.411679631294130,31.3,
235,23,1197,1.7,88.9,199.5,2.07,88.2,263.5,,5.19,81.6,,,,,,447,2.04,77.4,4.582,,,7000,3.0758696024709800,,
236,24,1197,0.33,80,199.5,0.43,88.9,240.5,,4.19,81.3,,,,,,449,1.77,77.4,4.194,66,,7000,4.174330142457020,,
237,25,1197,,,199.5,,,262.5,,,,,,,,,467,,,3.556,,,4200,,30.3,
238,26,1197,,,199.5,,,215.5,,,,,,,,,416,,,3.61,,,5600,,31.3,
239,27,924,4.67,89.6,325.5,6.47,90.9,295.5,,,,,,,,,615,2.18,75.6,3.15,,,4200,,30.8,
240,28,924,,,192.5,,,256.5,,,,,,,,,441,,,3.202,,,8400,,,
241,29,377.3,3.09,88,284.2,6.57,88.8,352.8,,5.4,81.4,,1.95,82.3,,,618,1.505,70.8,4.478,,,7000,2.207971998038560,33.5,
242,30,514.5,3,89.5,142.1,7.08,90.7,227.9,,3.7,83.1,,3.8,81.3,,,379,2.13,77.5,5.243,,,8400,4.988498526977490,33.3,
243,31,268,,,313.2,,,247.8,,,,,,,,,577,,,4.43,,,7000,,,
244,1,503.9,,,166,,,301,,,,,,,,,451,,,4.142,,,4200,,31.5,
245,2,397.1,,,310.7,,,251.3,,,,,,,,,577,,,3.831,,,4200,,,
246,3,547.4,3.63,88.7,244.2,4.34,89.7,260.8,,4.73,82.7,,4.16,81.1,,,486,1.8050000000000000,76,4.604,,,4200,3.0345183897759200,31.7,
247,4,295.89,0.72,85.7,289.24,2.87,87.5,221.76,,3.81,87,,4.91,81.6,,,536,1.81,75.5,3.761,,,7000,4.430475231000170,31.8,
248,5,464.66,0.36,85.7,177.38,4.17,87.8,211.62,,2.85,82.9,,5.9,81.4,,,397,1.84,74.95,3.804,,,5600,6.206645366211420,31.2,
249,6,392.14,0.57,91.7,328.3,4,87.6,234.7,,2.29,81.6,,4.92,81.3,,,563,1.765,74.2,4.024,,,8400,6.964820524079490,31.4,
250,7,408.03,1.21,87.5,143.36,4.87,88.7,212.64,,4.1,80.6,,6.83,81.7,,,452,1.89,74,4.03,64,,7000,4.2936800699835400,32.6,
251,8,410.13,,,332.99,,,241.01,,,,,,,,,573,,,4.215,,,5600,,32.1,
252,9,328.51,,,114.38,,,206.62,,,,,,,,,325,,,4.785,,,5600,,31.4,
253,10,376.25,0.15,66.7,279.16,2.36,87.2,232.84,,3.24,83.3,,4.44,80,,,513,1.415,75.4,5.081,,,4200,4.96199018312439,32.3,
254,11,405.44,0.31,75,166.04,6.34,87,223.96,,1.76,81.8,,,,,,500,1.7,73.85,6.296,,,7000,9.49675807909421,32.2,
255,12,248.85,0.48,83.3,226.24,7.34,89.8,273.76,,2.52,81.6,,,,,,472,1.74,75.8,3.685,,,7000,5.426102189690730,30.8,
256,13,455.14,0.56,75,181.16,5.53,89.6,184.84,,,,,,,,,325,1.75,75.65,3.773,,,7000,,31.3,
257,14,281.82,0.3,80,231.28,5.48,88.5,295.72,,4.41,79.7,,3.96,79.1,,,549,1.67,78.5,3.655,,,7000,2.87037880514335,29.9,
258,15,506.94,,,206.36,,,278.64,,2.34,82,,,,,,452,,,3.431,,,7000,5.741153817524760,31,
259,16,335.58,,,269.08,,,205.92,,,,,,,,,536,,,3.441,,,4200,,31.1,
260,17,514.15,,,148.4,,,210.6,,,,,3.51,80.2,,,317,1.43,74.1,3.334,,,5600,,30.7,
261,18,337.47,0.9,85,259,1.7,81.4,263,,2.37,81.4,,4.2,80.2,,,560,1.475,83,2.816,,,5600,6.005572401105920,31.4,
262,19,456.68,1.93,86.1,162.26,1.7,86.9,289.74,,3.47,80.6,,,,,,420,1.43,72.2,3.481,,,5600,3.7232360497838100,31.9,
263,20,265.65,3.88,84.6,259,3.97,85.3,235,,3.06,81.3,,,,,,513,1.78,74.25,3.756,,,5600,5.205581050387060,29.5,
264,21,631.4,0.73,83.3,192.5,0.92,85,357.5,,3.49,80,,,,,,470,1.595,74.05,3.304,65,,2800,3.000247126321620,31,
265,22,438.34,,,286.72,,,189.28,,,,,,,,,566,,,2.47,,,4200,,30.4,
266,23,611.1,,,318.5,,,284.5,,,,,,,,,543,,,3.425,,,4200,,30.7,
267,24,289.45,1.55,88.2,237.58,4.92,87.7,368.42,,2.99,82.6,,,,,,731,1.8,75.6,2.758,,,2800,3.3981622811007000,30.7,
268,25,661.22,1.41,84.6,182.42,1.7,86.4,348.58,,1.56,82,,,,,,656,1.48,77.35,2.213,,,5600,6.8838506212997,28.5,
269,26,420.91,2.19,84.4,385,4.51,86.3,440,,4.03,81.6,,,,,,785,1.625,74.95,3.187,,,5600,2.111060982028720,31.1,
270,27,717.22,1.23,85.7,203.84,2.42,77.1,263.16,,2.63,80,,,,,,381,1.41,76.4,3.559,,,7000,5.408575235834110,29.9,
271,28,634.06,1.81,80.6,402.64,3.45,84.5,353.36,,3.2,79.2,,4.2,79.8,,,973,1.37,71.75,3.64,,,8400,3.310481284431360,30.2,
272,29,592.27,,,202.58,,,271.42,,,,,,,,,406,,,3.152,,,2800,,31.2,
273,30,646.94,,,434.14,,,348.86,,,,,,,,,689,,,3.325,,,2800,,34.2,
274,1,667.59,,,187.46,,,317.54,,,,,,,,,471,,,4.205,,,4200,,,
275,2,392.07,,,329.56,,,380.44,,,,,,,,,753,,,3.976,,,7000,,31.6,
276,3,500.5,0.68,87.5,130.76,3.9,89.1,343.24,,1.92,81.9,,4.1,80.1,,,482,1.5875,75.675,2.902,,,8400,7.449958209748220,,
277,4,490.84,2.48,85.4,337.89,2.21,85.7,380.11,,4.25,79.4,,,,,,721,1.68,74.3,3.464,,,7000,3.0391681784714600,,
278,5,556.5,0.97,81.3,150,2.86,84.8,283,,3.21,78.3,,3.26,78.2,,,161,1.59,72,3.203,,,7000,5.404574286796820,,
279,6,373.52,,,295.05,,,331.95,,,,,,,,,597,,,3.55,,,8400,,30.9,
280,7,551.18,,,152.18,,,284.82,,,,,,,,,456,,,3.178,,,4200,,30.2,
281,8,492.87,0.11,66.6,373.17,1.96,85.7,284.83,,2.62,81.4,,,,,,648,1.35,77.2,2.768,,,5600,6.579091665706100,32.4,
282,9,603.68,1.09,88.8,188.72,1.67,87.5,244.28,,3.69,81.1,,2.41,79.16,,,393,1.47,75.4,3.297,,,7000,5.446765539561250,32.3,
283,10,392.98,0.27,83.3,313.18,3.83,85.7,243.82,,2.88,80.8,,4,79.7,,,581,1.59,77.1,3.3,,,7000,6.991834566248270,32.2,
284,11,534.66,0.1,50,186.2,1.76,84.6,291.8,,2.87,80,,3.54,80.8,,,476,1.55,76.1,3.303,,,8400,5.862539397844020,30.9,
285,12,410.62,,,330.82,,,391.18,,,,,3.33,79.6,,,718,,,3.028,66,,5600,,31.1,
286,13,653.8,,,220.22,,,546.78,,,,,,,,,772,,,3.048,,,5600,,32.2,
287,14,391.3,,,271.6,,,483.4,,,,,,,,,764,,,2.969,,,5600,,29.8,
288,15,534.38,1.05,84,167.3,1.67,84.8,309.7,,0.58,72.2,,1.98,81.1,,,450,1.58,77.8,3.029,,,4200,27.33277709994570,29.4,
289,16,340.41,0.85,85,277.9,1.03,88.9,402.1,,4.26,79.5,,,,,,660,1.24,74.1,3.193,,,8400,2.866218444337910,29.9,
290,17,663.39,0.34,83.3,310.94,0.31,87.5,270.06,,4.42,80.3,,,,,,492,1.61,79.3,2.93,,,4200,4.113110962231990,30,
291,18,482.09,0.73,78.6,385,1.22,86.2,333,,2.5,81,,,,,,718,1.52,74.1,2.99,,,8400,5.897510413639450,29.5,
292,19,623.77,0.81,84.6,234.08,0.89,88.2,486.92,,3.51,81,,,,,,692,1.32,75,2.35,,,5600,2.872686469117490,31,
293,20,447.02,,,322,,,332,,,,,,,,,668,,,3.147,,,4200,,29.1,
294,21,480.41,,,229.04,,,408.96,,,,,,,,,617,,,3.913,,,4200,,31.8,
295,22,516.18,1.27,87.5,369.88,3.26,87.8,430.12,,4.03,80.9,,,,,,828,,,3.585,,,5600,2.832424063176110,30.9,
296,23,622.86,,,226.52,,,308.48,,,,,,,,,557,,,3.815,,,4200,,30.8,
297,24,419.58,1.83,86.5,313.18,4.09,86.8,304.82,,3.39,81.9,,6.86,80.6,,,600,1.6100000000000000,76.75,3.929,,,5600,4.75127099464749,30.6,
298,25,683.97,1.48,84,227.78,5.47,81.2,242.22,,3.51,81.5,,2.39,81.3,,,468,1.57,78.6,3.931,,,7000,5.774785300729460,29.8,
299,26,436.66,1.77,85.3,316.96,5.16,86.9,274.04,,4.04,80.5,,3.78,78.9,,,589,1.35,71.30000000000000,3.23,67,,7000,4.434632491457880,30.4,
300,27,712.88,,,258.02,,,204.98,,,,,,,,,424,,,3.254,,,4200,,30.2,
301,28,453.32,,,300.37,,,330.63,,,,,,,,,673,,,3.795,,,4200,,30.6,
302,29,518.63,1,85.7,211.4,3.67,88.5,293.6,,3.23,81.8,,3.17,79.4,,,475,1.36,78.8,3.999,,,4200,5.1771933543614,29.3,
303,30,438.2,0.82,85,354.41,3.36,86.4,241.59,,3.68,80.7,,,,,,617,1.625,74.6,4.074,,,7000,5.52237871042167,,
304,31,602.07,0.84,85.7,217.7,3.21,86.7,190.3,,3.84,81,,4.68,79.8,,,419,1.57,75,3.759,,,7000,6.718664361308400,30.8,
305,1,386.26,1.7,88.9,259.91,3.69,86.2,256.09,,4.85,80.2,,4.83,79.7,,,516,1.7650000000000000,73.6,4.015,,,7000,3.8163129666479200,29.5,
306,2,528.22,0.44,78.6,206.36,4.17,86.8,236.64,,4.3,80.5,,5.79,79.8,,,450,1.225,74.7,3.519,,,5600,4.658238596160200,29,
307,3,430.85,,,252.63,,,295.37,,,,,,,,,549,,,3.375,,,4200,,29,
308,4,539.84,,,164.78,,,197.22,,,,,,,,,359,,,3.479,,,4200,,29.6,
309,5,355.46,0.13,66.7,294.28,3.42,88.2,242.72,,4.32,80.2,,5.52,79.8,,,300,1.56,71.4,3.674,,,2800,4.52052662418516,28.5,
310,6,708.05,0.3,83.3,225.26,1.92,85.3,269.74,,3.63,81.7,,5.94,80.1,,,472,1.505,77.55,3.645,,,7000,4.840902809990890,28.8,
311,7,361.34,0.27,85.7,260.26,2.55,86,273.74,,5.57,82,,3.99,80.8,,,547,1.84,75.7,3.87,,,7000,3.108743452455050,30.8,
312,8,531.16,0.36,71.4,201.32,2.57,85.5,265.68,,3.81,80,,4.7,79.4,,,448,1.3,75,3.785,,,5600,4.682680247624870,30.5,
313,9,469.98,0.33,83.3,363.58,3.77,84.1,285.42,,3.99,81.1,,4.07,79.8,,,674,1.545,73.1,3.745,,,7000,4.162181784079710,30.8,
314,10,586.25,,,239.12,,,279.88,,,,,,,,,443,,,4.217,,,4200,,32.1,
315,11,359.03,,,277.9,,,264.1,,,,,,,,,616,,,3.568,,,4200,,30.8,
316,12,655.27,0.62,84.6,289.52,1.09,82.6,249.48,,2.52,82.8,,5.27,80.8,,,460,1.6,75.35,4.446,66,,5600,7.539491666475790,30.1,
317,13,361.34,0.9,85,260.26,1.23,87.1,344.74,,2.4,80.9,,4.51,77.5,,,688,1.45,76.2,4.132,,,5600,5.72895515460927,31.2,
318,14,552.3,1.97,86.7,196,3.33,85.5,285,,2.79,82,,,,,,494,1.345,76.65,3.74,,,7000,5.961139407658930,31.2,
319,15,507.43,1.17,81.8,353.5,1.98,83.3,314.5,,5.73,80.5,,3.9,81.5,,,630,1.58,76,3.58,,,7000,2.630286584706050,30.2,
320,16,598.01,1.79,86.8,290.78,4.26,87.2,335.22,,3.39,80.6,,3.14,80.5,,,563,1.785,76.25,3.812,,,5600,4.1710819416967200,29.4,
321,17,242.97,,,236.32,,,256.68,,,,,,,,,467,,,3.914,,,4200,,31.2,
322,18,616.7,,,217.7,,,207.3,,,,,,,,,466,,,3.872,,,7000,,31.3,
323,19,433.86,1.51,84.6,319.48,5.87,90.1,324.52,,4.52,83.1,,,,,,540,1.8250000000000000,75,4.337,,,1400,3.2314574336610400,30.8,
324,20,541.17,2.7,85.7,188.72,3.08,87.7,258.28,,5.16,82.3,,,,,,537,,,3.893,,,2800,3.556623242848040,29.6,
325,21,421.33,1.78,90.3,281.68,5.02,87.4,238.32,,4.6,82.1,,4.18,82.3,,,630,1.61,75,3.39,,,7000,4.323744472174790,29.5,
326,22,581.14,1.93,88,187.46,3.89,87.8,172.54,,5.55,82.9,,4.11,82.3,,,350,1.75,77.3,3.612,,,7000,4.9498901938915800,29.6,
327,23,380.1,,,305.62,,,241.38,,,,,4.2,81.8,,,609,1.69,73.7,3.917,,,5600,,29.5,
328,24,510.44,,,191.24,,,261.76,,,,,,,,,448,,,3.662,,,2800,,29.9,
329,25,346.5,,,287.98,,,331.02,,,,,,,,,626,,,3.104,,,4200,,30.5,
330,26,519.47,1.6,84.8,196.28,4.23,88.1,240.72,,3.85,81.9,,4.1,82.3,,,441,1.65,75.6,3.926,67,,7000,5.1145265502194700,30.1,
331,27,536.41,1.43,89.3,178.64,1.79,86.9,250.36,,4.48,81.7,,5.01,82.2,,,439,1.7150000000000000,78.55,2.987,,,5600,4.22605733458106,32.4,
332,28,502.88,1.9,89.7,159.74,2.38,87.7,247.26,,3.58,82.8,,5.56,81.7,,,414,1.67,79.2,2.363,,,5600,5.354777749610590,31.5,
333,29,433.58,2.52,89.1,176.89,2.34,89.1,250.11,,4.7,83.7,,2.87,83.1,,,421,1.68,80.4,2.121,,,5600,4.032268355115240,30.3,
334,30,686.28,0.71,90.9,66.5,4.57,89.4,288.5,,4.41,87.9,,4.02,83.6,,,354,,,2.125,,,5600,3.7255803534585400,31.9,
335,1,504.07,,,167.58,,,292.42000000000000,,,,,,,,,471,,,2.046,,,4200,,30.7,
336,2,554.61,,,79.8,,,272.2,,,,,,,,,328,,,2.072,,,4200,,30.9,
337,3,333.83,2.63,87.5,146.3,2.58,88.1,122.70000000000000,,2.89,81.7,,3.86,82.3,,,272,1.57,81.6,1.887,,,4200,12.844896150561100,29.2,
338,4,497.42,0.28,85.7,66.5,3.8,88.1,195.5,,2.57,84.6,,,,,,246,1.53,80.8,1.624,,,7000,9.065528296550640,29,
339,5,571.9,0.1,100,133,2.46,87.9,240,,3.4,82.8,,3.56,83.1,,,381,,,1.507,,,7000,5.58191018342821,29,
340,6,823.2700000000000,0.1,100,133,3.69,86.4,257,,4.02,82.8,,2.8,84.4,,,390,1.58,79.2,1.96,,,4200,4.4087332884966400,29.1,
341,7,750.12,0.2,80,199.5,3.19,84.6,159.5,,2.66,85.1,,,,,,352,1.53,80,2.343,68,,5600,10.735707708952800,29.4,
342,8,679.63,,,199.5,,,179.5,,,,,,,,,395,,,2.584,,,2800,,29.9,
343,9,691.6,,,199.5,,,222.5,,,,,,,,,418,,,2.509,,,2800,,29.9,
344,10,751.45,0.46,90,199.5,0.61,84.6,324.5,,2.63,81.3,,3.73,60,,,530,1.39,72.7,2.685,,,4200,5.3370657515539200,30.7,
345,11,1197,1.31,87.5,199.5,1.3,87,376.5,,2.89,83.1,,,,,,575,2.22,77.4,3.334,,,4200,4.186105598071310,30,
346,12,1197,1.72,89.1,199.5,2.93,85.7,303.5,,3.08,82.3,,4.06,79.2,,,497,2.49,80.7,3.452,,,5600,4.872631752580740,30.8,
347,13,1197,0.51,90.9,199.5,1.06,87,267.5,,3.52,82.8,,,,,,467,1.9450000000000000,76.7,4.434,,,7000,4.837339326335410,29.9,
348,14,1197,1.13,88.9,199.5,1.24,85.7,215.5,,2.96,80.6,,,,,,415,1.78,76.9,3.515,,,7000,7.1405886838863400,29.4,
349,15,803.32,,,199.5,,,279.5,,,,,,,,,475,,,3.479,,,4200,,29.2,
350,16,1197,,,199.5,,,280.5,,,,,,,,,475,,,2.734,,,5600,,29.8,
351,17,695,1.66,86.7,199.5,4.3,87.8,249.5,,4.97,75.2,,,,,,460,1.91,65.4,3.774,,,4200,3.673212589910140,29.4,
352,18,794.01,1.62,86.7,199.5,3.06,87.5,296.5,,3.2,81.3,,,,,,499,1.9050000000000000,80.45,3.749,,,5600,4.800631017788170,31.2,
353,19,840.56,1.73,84.9,199.5,4.62,87.7,391.5,,3.3,82,,4.17,80.6,,,569,,,4.486,,,8400,3.525553395779570,31.1,
354,20,919.03,1.51,82.5,199.5,2.56,85.4,330.5,,4.65,78.4,,3.82,75.4,,,541,2.74,78.5,4.476,,,5600,2.9637979013078400,,
355,21,1008.14,1.92,84.6,199.5,2.9,86.7,403.5,,2.65,81.6,,,,,,601,1.905,74.85,3.81,67,,2800,4.259744882913580,,
356,22,1081.29,,,199.5,,,314.5,,,,,,,,,514,,,4.418,,,4200,,,
357,23,1177.05,,,199.5,,,275.5,,,,,,,,,478,,,3.831,,,2800,,,
358,24,1082.6,1.86,88.9,199.5,2.98,88.6,283.5,,3.33,82.7,,3.62,81.8,,,486,1.62,78,5.451,,,4200,4.824759902418210,29,
359,25,982.87,,,199.5,,,170.5,,,,,,,,,417,,,4.154,,,2800,,31.2,
360,26,746.13,,,199.5,,,269.5,,,,,,,,,531,,,4.57,,,5600,,28.8,
361,27,691.6,0.14,80,199.5,3.32,86.6,482.5,,5.09,82.7,,3.88,81.9,,,673,1.855,75.25,3.909,,,7000,1.8546326576248900,28.7,
362,28,775.39,1.35,87.2,199.5,3.58,88.8,227.5,,4.67,82.6,,4.2,81.7,,,421,1.88,76.9,4.241,,,7000,4.287209647436210,31.8,
363,29,811.3,,,133,,,216,,,,,,,,,356,,,2.999,,,7000,,,
364,30,823.27,,,159.6,,,114.4,,,,,,,,,291,,,2.345,,,5600,,29.1,
365,31,766.08,0.08,66.7,133,2.15,87.5,171,,3.68,83.2,,4.31,82.8,,,290,2.1,76.75,2.374,,,2800,7.238174913675020,28.7,
366,1,763.42,,,199.5,,,315.5,,,,,4.61,83.7,,,492,,,3.061,,,4200,,29.22,
367,2,674.3,0.07,66.7,199.5,2.97,90,241.5,,3.46,84,,7.19,83.1,,,459,1.75,75.3,3.178,,,7000,5.833235855368180,29.83,
368,3,990.85,0.11,75,199.5,1.96,88.2,382.5,,3.99,84.1,,4.95,80.5,,,599,1.85,76.25,3.034,,,8400,3.193731746613000,28.79,
369,4,629.09,0.07,,199.5,2.89,89,388.5,,4.74,83.8,,4.6,82.2,,,565,1.7800000000000000,76.85,2.979,,,7000,2.646874839606570,28.61,
370,5,1017.45,,,199.5,,,217.5,,,,,,,,,428,,,3.23,,,7000,,30,
371,6,905.73,,,199.5,,,198.5,,,,,,,,,388,,,3.75,,,7000,,30.91,
372,7,780.71,0.54,85,199.5,0.57,79.3,284.5,,3.11,84.3,,4.09,84.3,,,475,1.71,76.4,3.102,,,4200,5.508839390352680,30.09,
373,8,748,0.91,87.2,199.5,0.91,86.5,299.5,,2.71,84.6,,4.47,84.2,,,501,1.81,77.25,3.822,,,7000,6.005326895856070,28.72,
374,9,590.52,2.65,88.1,199.5,3.77,88.8,271.5,,2.82,83.8,,4.24,84.7,,,479,2.03,77.7,4.018,,,5600,6.366252038696370,28.82,
375,10,662.34,1.54,88.4,199.5,1.47,88.4,307.5,,2.57,84.5,,4.43,84.5,,,499,1.845,77.15,3.883,,,5600,6.167718260589160,30.05,
376,11,728.84,1.38,87.1,199.5,1.36,87.7,545.5,,3.07,84.3,,3.98,84.6,,,759,2.06,80.85,3.47,,,2800,2.910513647872340,29.9,
377,12,678.3,,,199.5,,,333.5,,5.03,84.9,,3.96,84.6,,,528,,,3.608,,,4200,2.9056208764725600,31.68,
378,13,743.5,,,66.5,,,262.5,,,,,,,,,332,,,3.766,,,5600,,32.63,
379,14,933.6,2.74,88.2,133,3.68,89.1,270,,,,,,,,,416,2.01,77.5,3.815,,,2800,,32.38,
380,15,919,2.48,88.8,133,3.39,90,283,,4.34,85.5,,3.9,85.2,,,394,2.296666666666670,80.16666666666670,2.048,69,,4200,3.968502017869030,32.18,
381,16,892.4,2.34,89,66.5,2.79,88.6,261.5,,5.1,85.6,,3.97,84.2,,,339,2.36,79.5,2.7,,,4200,3.6547771517167900,32.35,
382,17,784.7,1.85,86.2,66.5,4.8,89.1,216.5,,6.45,85,,4.33,85.2,,,292,1.915,77.70000000000000,3.313,,,2800,3.4904800103028100,31.42,
383,18,788.6,2.39,88.7,133,3.33,88.2,254,,5.36,84.5,,4.46,84.9,,,396,2.04,77.8,3.63,,,4200,3.580175070797900,32.07,
384,19,833.9,,,133,,,261,,,,,,,,,386,,,3.417,,,5600,,,
385,20,924.3,,,66.5,,,278.5,,,,,,,,,348,,,3.1,,,2800,,31.92,
386,21,687.61,1.96,91.4,66.5,4.9,92.8,216.5,,3.49,86.9,,4.77,86,,,287,2.185,79.35,4.143,,,2800,6.450887125058200,31.18,
387,22,925.68,2.05,90.4,159.6,5.43,89.1,210.4,,2.83,86,,5.32,85.4,,,376,2.1550000000000000,79.05,3.77,68,,2800,8.18597849693516,31.73,
388,23,844.55,1.84,90.2,133,3.38,88.2,250,,3.64,86.2,,,,,,374,2.07,78.7,3.514,,,4200,5.356256646579230,30.47,
389,24,998.83,2.14,89.7,133,5.15,92.5,190,,2.82,85.2,,1.96,84.5,,,324,2.12,77.1,3.253,,,4200,9.09703909740033,31.8,
390,25,824.6,2.29,87.9,66.5,2.74,87.7,252.5,,5.04,83.7,,4.59,84.8,,,315,,,3.604,,,4200,3.8301065129554400,30.41,
391,26,981.54,,,133,,,294,,,,,,,,,430,,,3.873,,,5600,,31.02,
392,27,904.4,,,159.6,,,205.4,,,,,,,,,361,,,3.408,,,2800,,31.03,
393,28,811.3,0.39,80,66.5,2.8,89.3,245.5,,4.49,84.2,,4.56,85.1,,,324,2.08,76.7,2.926,,,2800,4.421859437253270,30.83,
394,29,839.23,0.25,83.3,66.5,2.43,88.7,266.5,,3.15,85.5,,4.58,84.8,,,324,2.05,78.3,3.4,,,5600,5.806240267294560,30.84,
395,30,715.54,0.56,87,133,3.98,88.7,226,,,,,3.99,86,,,349,1.9900000000000000,80.70000000000000,3.27,,,5600,,30.24,
396,31,966.91,0.17,75,159.6,3.34,88,316.4,,3.57,85.1,,4.13,84.4,,,464,2,77.6,3.911,,,4200,4.315171686716370,31.77,
397,1,706.23,0.52,82.6,93.1,3.92,88.2,217.9,,5.97,83.1,,4.59,84.8,,,318,2.17,78.05000000000000,4.114,,,2800,4.8298834829841600,29.15,
398,2,1014.79,,,66.5,,,308.5,,,,,,,,,386,,,4.028,,,5600,,29.95,
399,3,856.52,,,133,,,250,,,,,,,,,383,,,3.94,,,2800,,29.79,
400,4,956.27,0.31,86.7,159.6,1.59,88.6,206.4,,4.7,84.1,,3.94,84.9,,,364,2.15,78.7,3.889,,,5600,4.03625342425832,29.92,
401,5,1006.8,1.82,90.3,133,1.48,87,180,,2.61,84.5,,,,,,321,2.865,79.4,4.289,,,7000,4.219602108277730,30.81,
402,6,915.04,1.69,87.7,93.1,1.89,88.9,238.9,,4.73,83.7,,4.13,84.1,,,324,2.065,78.75,3.64,,,7000,4.746135711724170,29.39,
